generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.77,26.0
1,41.0,35.76,30.0
2,42.0,37.01,30.0
3,42.0,38.12,32.0
4,42.0,38.52,32.0
5,42.0,39.12,32.0
6,42.0,39.46,35.0
7,42.0,40.2,33.0
8,42.0,40.16,35.0
9,42.0,40.84,37.0
10,42.0,41.4,36.0
11,42.0,41.76,39.0
12,42.0,41.71,38.0
13,42.0,41.62,37.0
14,42.0,41.91,38.0
15,42.0,41.86,38.0
16,42.0,41.87,38.0
17,42.0,41.81,37.0
18,42.0,41.95,40.0
19,42.0,41.94,39.0
20,42.0,41.88,39.0
21,42.0,41.9,39.0
22,42.0,41.85,38.0
23,42.0,41.84,38.0
24,42.0,41.94,39.0
25,42.0,41.82,38.0
26,42.0,41.97,40.0
27,42.0,41.9,38.0
28,42.0,41.94,40.0
29,42.0,41.91,39.0
30,42.0,41.92,39.0
31,42.0,41.81,38.0
32,42.0,41.97,40.0
33,42.0,42.0,42.0
34,42.0,41.92,39.0
35,42.0,41.88,38.0
36,42.0,41.89,37.0
37,42.0,41.93,40.0
38,42.0,41.9,38.0
39,42.0,41.92,39.0
40,42.0,41.92,38.0
41,42.0,41.92,39.0
42,42.0,41.97,39.0
43,42.0,41.76,38.0
44,42.0,41.84,37.0
45,42.0,41.89,39.0
46,42.0,41.84,38.0
47,42.0,41.9,39.0
48,42.0,41.97,39.0
49,42.0,41.84,38.0
50,42.0,41.88,37.0
51,42.0,41.8,38.0
52,42.0,41.9,38.0
53,42.0,41.9,39.0
54,42.0,41.87,39.0
55,42.0,41.92,39.0
56,42.0,41.95,39.0
57,42.0,41.96,39.0
58,42.0,41.91,38.0
59,42.0,41.9,38.0
60,42.0,41.92,40.0
61,42.0,41.87,39.0
62,42.0,41.93,38.0
63,42.0,41.84,38.0
64,42.0,41.89,39.0
65,42.0,41.87,39.0
66,42.0,41.93,38.0
67,42.0,41.9,37.0
68,42.0,41.8,37.0
69,42.0,41.89,38.0
70,42.0,41.89,39.0
71,42.0,41.85,39.0
72,42.0,41.89,39.0
73,42.0,41.87,38.0
74,42.0,41.85,38.0
75,42.0,41.88,39.0
76,42.0,41.95,40.0
77,42.0,41.92,39.0
78,42.0,41.9,38.0
79,42.0,41.96,38.0
80,42.0,41.93,39.0
81,42.0,41.83,38.0
82,42.0,41.9,38.0
83,42.0,41.96,40.0
84,42.0,41.88,39.0
85,42.0,41.89,39.0
86,42.0,41.92,40.0
87,42.0,41.94,38.0
88,42.0,41.84,37.0
89,42.0,41.95,40.0
90,42.0,41.87,38.0
91,42.0,41.97,40.0
92,42.0,41.87,38.0
93,42.0,41.93,38.0
94,42.0,41.79,37.0
95,42.0,41.94,40.0
96,42.0,41.84,38.0
97,42.0,41.89,38.0
98,42.0,41.92,39.0
